Name,z,S1p4_FIRST,S1p4_err,S6_FIRST,S6_FIRST_err,S6_FIRST_alpha0,S6_FIRST_alpha0_err,L6_FIRST,L6_FIRST_alpha0,L6_FIRST_uplim,L6_FIRST_lolim,DATE_FIRST,S3_VLASS,S3_quaderr,S3_VLASS_final,S3_quaderr_final,L6_VLASS,L6_VLASS_alpha0,L6_VLASS_uplim,L6_VLASS_lolim,S6_VLASS,S6_VLASS_err,S6_VLASS_alpha0,S6_VLASS_alpha0_err,DATE_VLASS,S(6)_p,pmp,L6_Kell,L6_Kell_alpha0,L6_Kell_uplim,L6_Kell_lolim,DATE_VLAC,S6_Aconfig,S6_Aconfig_err,L6_Aconfig,L6_Aconfig_alpha0,L6_Aconfig_uplim,L6_Aconfig_lolim,DATE_VLAA,CLASS,Alpha
093509.48+481910.2,0.22399999999999998,1580,110,570.480542798387,39.7169998150776,1580.0,110.0,22.900835480255605,23.2818047380827,0.0292296176592509,0.0313397522062465,1997-04-10,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-18,601.0,28.4,22.9234691155977,22.862022123131105,0.020052266574462,0.0210231283171597,2010-12-8,528.0,47.4,22.8672285661288,22.8057815736621,0.037335935020495,-0.040850156065931,2019-08-13,RQ,-0.7
101325.43+221229.4,0.27399999999999997,825,81,297.87749861308,29.2461544092843,825.0000000000031,81.0000000000002,22.8121796957497,23.180977346444003,0.040674249126888,0.0448810130040464,1998-09-15,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-18,365.0,17.8,22.900434861950103,22.8268162623506,0.0206790646483312,0.0217131479520204,2010-12-9,400.0,22.627416997969497,22.940201988821602,22.866583389222,0.0238976761746518,-0.0252896468595573,2019-08-17,RQ,-0.7
155620.23+521520.0,0.22699999999999998,1170,160,422.44445257855205,57.7701815492038,1170.0,160.0,22.7830714149601,23.163296471345,0.0556657792209241,0.0638644879635191,1997-05-04,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-11,296.0,21.9,22.6285935145667,22.5664023206578,0.0309988168558343,0.0333826755194402,2010-12-10,273.9,6.3,22.5948938357617,22.532702641852797,0.009876098695794429,-0.0101059231581759,2019-08-13,RQ,-0.7
100438.82+151057.3,0.21899999999999997,1170,62,422.44445257855295,22.3859453503165,1170.0,61.9999999999998,22.7488258944384,23.131039550799397,0.022424846082245,0.0236461013537507,1999-11-15,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-06,420.0,25.4,22.746305573384,22.686102979451103,0.025500922300119,0.0270922094817281,2010-12-11,243.0,24.4131112314674,22.508662556584397,22.4484599626515,0.0415764232539196,-0.0459821649610511,2019-08-04,RQ,0.0
104528.30+293344.7,0.293,596,104,215.193926270783,37.550618006982305,595.999999999999,104.0,22.7359040063789,23.100201289256397,0.0698517802740204,0.0832811569728761,1993-05-04,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-13,179.0,11.4,22.655927027912302,22.577808060496,0.0268139130685624,0.0285790166856355,2010-12-12,323.2,14.9,22.912545349035,22.8344263816187,0.0195738186632204,-0.0204978273760403,2019-08-04,RQ,-0.7
172711.80+632242.1,0.217,1090,130,393.559361803949,46.9382725087278,1090.0,130.0,22.7093215272703,23.092034372803102,0.0489333327341246,0.0551552649010552,2002-08-15,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-11,728.0,27.1,22.976442658936502,22.9167392541755,0.015873090954988,0.0164753193294928,2010-12-13,670.0,82.0,22.9403860823243,22.8806826775633,0.0501430378908158,-0.056697476624688,2019-09-20,RQ,0.0
112941.94+512050.5,0.23399999999999999,880,121,317.73599852062097,43.68869979658529,880.0000000000031,121.0,22.6884152177395,23.066910856245197,0.05595140532915,0.0642408962546883,1997-04-29,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-10,501.0,44.6,22.886186521750304,22.8222659099623,0.0370366357811768,0.0404920901210687,2010-12-14,166.0,20.0,22.406456883923102,22.3425362721351,0.0494048561778612,-0.055755232255618,2019-08-04,RQ,0.0
122018.43+064119.6,0.286,554,79,200.029253614118,28.5240271399193,554.0,79.0,22.6807181897127,23.0466657619947,0.0578939452889254,0.0668161551035632,2000-02-07,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-01,392.0,14.8,22.9729107422985,22.8964420642867,0.0160948772302497,0.0167143829551665,2010-12-15,318.9,8.6,22.883279194521,22.8068105165092,0.0115567850848427,-0.0118727436587935,2019-08-20,RQ,0.0
130456.91+395111.4,0.271,617,110,222.77626259911702,39.7169998150776,617.000000000001,110.0,22.675373767052196,23.0448881319582,0.0712492468257962,0.0852772046999057,1994-08-19,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-28,253.0,15.9,22.7306253744886,22.6577234891008,0.0264702810474837,0.0281889671976298,2010-12-16,215.7,6.6,22.661354998415298,22.5884531130275,0.0130893175964456,-0.0134961122848732,2019-08-17,RQ,-0.7
125236.15+140213.9,0.266,626,121,226.02583531125902,43.688699796585205,626.000000000003,121.000000000001,22.663686133687,23.0343987900038,0.0767462686049691,0.0932829550917683,2000-01-15,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-25,236.0,10.7,22.682440053740397,22.610736459763498,0.0192571465196295,0.0201508112462758,2010-12-17,110.0,7.7,22.3509207359285,22.279217141951605,0.0293837776852097,-0.0315170514460649,2019-08-17,RQ,0.0
130416.99+020537.0,0.22899999999999998,866,95,312.681107635064,34.301045294839604,866.0000000000019,95.00000000000021,22.6607875132798,23.040517445553103,0.045205495651198704,0.0504635139663896,1998-07-18,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-21,215.0,11.1,22.498124331471896,22.4354380134514,0.0218621024297544,0.0230212341374654,2010-12-18,227.0,36.0,22.5217117287494,22.4590254107289,0.0639298912966351,-0.0749924899453952,2019-08-20,RQ,-0.7
104541.76+520235.5,0.284,490,150,176.92118099443599,54.159545202378396,490.0000000000009,150.0,22.6206056410035,22.9870263746843,0.115983893955374,0.158717162986259,1997-05-04,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-26,195.0,11.6,22.6628604226313,22.5868649060183,0.0250957058210837,0.0266352800285157,2010-12-19,221.0,25.4950975679639,22.7172180849539,22.641222568340897,0.0474160125230533,-0.053234621556874306,2019-08-04,RQ,-0.7
082205.24+455349.1,0.3,427,127,154.174172009438,45.8550816046805,427.00000000000097,127.0,22.6140143441613,22.9766702478403,0.113081889703406,0.153306620305361,1997-03-22,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-24,222.0,11.2,22.7723556938807,22.692595347265897,0.0213755716363378,0.0224823679101297,2010-12-20,531.0,33.0151480384384,23.151097240511497,23.0713368938968,0.0261962471237896,-0.0278783887827199,2019-08-13,RQ,-0.7
115558.97+593129.2,0.24100000000000002,633,111,228.553280754038,40.0780634497602,632.999999999999,111.0,22.5735781793137,22.9503541825584,0.0701692255285236,0.083733207015093,2002-7-15,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-27,293.0,14.1,22.6814583399442,22.615818092895104,0.0204121960889595,0.0214191060880596,2010-12-22,236.0,24.0,22.5875027225602,22.521862475511103,0.0420613450007114,-0.0465761420413551,2019-08-04,RQ,-0.7
161711.42+063833.4,0.22899999999999998,630,0,227.47008984998902,0.0,630.000000000001,0.0,22.5226101707161,22.902340102989303,0.0,0.0,2000-02-15,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-18,266.0,11.3,22.5905675081873,22.527881190166802,0.0180682329467947,0.0188526916674519,2010-12-23,466.2,7.1,22.8342581407408,22.771571822720297,0.00656423528343611,-0.0066649764185371,2019-08-20,RQ,-0.7
153539.25+564406.5,0.207,764,164,275.852616897448,59.214436087933905,764.0000000000031,164.000000000001,22.5100935926938,22.895314753919397,0.0844546176431721,0.104942108192046,1997-05-15,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-28,126.0,15.5,22.1697870295294,22.1125919404613,0.0503858947427461,0.0570082670964334,2010-12-24,123.6,7.7,22.161434955164598,22.104239866096503,0.0262462553366823,-0.027935034789201,2019-08-13,RQ,-0.7
145824.46+363119.5,0.24600000000000002,495,0,178.726499167849,0.0,494.99999999999903,0.0,22.4864845837116,22.8620382043792,0.0,0.0,1994-07-17,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-10,167.0,9.4,22.4570121062194,22.390149476593198,0.0237821096482176,0.0251602579940468,2010-12-25,207.0,31.0,22.550265980528803,22.4834033509026,0.0606066115995942,-0.0704576776427679,2019-09-20,RQ,-0.7
084313.41+535718.8,0.218,516,150,186.30883549618198,54.159545202378396,516.000000000001,150.0,22.388926659334803,22.771389807820803,0.11082452754309,0.149168616232801,1997-05-07,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-26,410.0,14.7,22.7314770647211,22.671523962913298,0.015298404270944,0.0158570423767649,2010-12-26,349.0,31.0,22.661518634960604,22.6015655331528,0.0369581696576303,-0.0403983069747472,2019-08-13,RQ,0.0
123532.83+410445.1,0.212,510,0,184.142453688088,0.0,510.00000000000097,0.0,22.357266733417397,22.741231149829996,0.0,0.0,1994-09-02,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-15,266.0,16.1,22.5169944442443,22.458542610363196,0.0255214495242993,0.0271153805046169,2010-12-27,554.0,67.0,22.8356225723417,22.777170738460498,0.0495818354481504,-0.0559808035137954,2019-08-13,RQ,-0.7
161723.67+085414.7,0.20600000000000002,450,0,162.478635607135,0.0,450.00000000000097,0.0,22.2756116797017,22.6610848145325,0.0,0.0,2000-01-15,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-18,381.0,15.2,22.6457403918957,22.5887972764328,0.0169894955269089,0.0176812745352212,2010-12-28,386.7,18.164801127455302,22.6521895882932,22.5952464728303,0.0199358488529015,-0.0208951983418341,2019-08-20,RQ,0.0
142522.37+080327.1,0.23,366,0,132.149290293803,0.0,366.00000000000097,0.0,22.290916974840698,22.6703996471269,0.0,0.0,2000-01-15,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-08,138.0,6.5,22.3097312261413,22.246797648133803,0.0199887606913301,0.0209533335754598,2010-12-29,220.0,15.0,22.5122748205623,22.4493412425547,0.02864518144953,-0.0306688197664519,2019-08-17,RQ,-0.7
