Name,z,S1p4_FIRST,S1p4_err,S6_FIRST,S6_FIRST_err,S6_FIRST_alpha0,S6_FIRST_alpha0_err,L6_FIRST,L6_FIRST_alpha0,L6_FIRST_uplim,L6_FIRST_lolim,DATE_FIRST,S3_VLASS,S3_quaderr,S3_VLASS_final,S3_quaderr_final,L6_VLASS,L6_VLASS_alpha0,L6_VLASS_uplim,L6_VLASS_lolim,S6_VLASS,S6_VLASS_err,S6_VLASS_alpha0,S6_VLASS_alpha0_err,DATE_VLASS,S(6)_p,pmp,L6_Kell,L6_Kell_alpha0,L6_Kell_uplim,L6_Kell_lolim,DATE_VLAC,S6_Aconfig,S6_Aconfig_err,L6_Aconfig,L6_Aconfig_alpha0,L6_Aconfig_uplim,L6_Aconfig_lolim,DATE_VLAA,CLASS,Alpha
093200.07+553347.4,0.266,4950,290,1787.2649916784899,104.708454057932,4949.99999999999,289.99999999999903,23.5617169994101,23.9324296557269,0.0247260880501579,0.0262192822435686,1997-05-15,4690.0,950.0,5393.5,1174.6196151946401,23.8306777368742,23.969695139862104,0.0855703702610136,0.106673470783615,3320.0886966878998,723.063188526118,5393.49999999999,1174.6196151946401,2017-09-23,5153.0,155.9,24.0215881932314,23.9498845992545,0.0129444024586822,0.0133421020011493,2010-10-31,,,0.0,0.0,0.0,0.0,2021-2-1,RL,0.0
095407.02+212235.9,0.295,22580,410,8152.8168711314,148.036090219835,22580.0,410.00000000000097,24.3209848257482,24.6848122381499,0.00781503368033,0.0079582444744609,1998-09-15,28250.0,5650.0,30510.0,6572.05513062695,24.683398349130698,24.8155305082034,0.0847215876023782,0.105355345206217,18781.108025576697,4045.57447913308,30510.0,6572.05513062694,2019-04-19,36080.0,790.0,24.966943667322997,24.8883548294309,0.00940660873621243,0.0096148705099349,2010-12-1,,,0.0,0.0,0.0,0.0,2021-2-2,RL,0.0
100726.10+124856.2,0.241,13030,960,4704.65915991327,346.621089295222,13029.9999999999,959.999999999996,23.8871188850089,24.263894888253603,0.030873298779243,0.0332371456152355,1999-12-15,21570.0,5520.0,24805.5,6650.94776055262,24.3984177080815,24.5434984579972,0.103161692618355,0.135562443434746,15269.576372613601,4094.1385894266095,24805.5000000001,6650.947760552641,2017-10-06,14237.0,429.8,24.3680092046278,24.302368957578697,0.0129168848425218,0.0133128693006056,2010-12-15,,,0.0,0.0,0.0,0.0,2021-2-3,RL,0.0
111121.71+482045.9,0.281,14550,280,5253.4758846307,101.09781771110599,14550.0,280.0,24.0829894545043,24.4501213139768,0.0082781577064559,0.00843902020727916,1997-04-10,13980.0,2800.0,15098.4,3256.30630751838,24.330752641408,24.466189247551497,0.0848165128807624,0.105502434078448,9294.15540522341,2004.49165932053,15098.4,3256.30630751838,2019-05-10,8132.0,245.2,24.272740081442198,24.1974556906209,0.0129015140880162,0.0132965421991481,2010-12-16,,,0.0,0.0,0.0,0.0,2021-2-4,RL,-0.7
112952.99+221520.0,0.291,33220,190,11994.533944153402,68.6020905896791,33219.999999999905,190.0,24.475411745981003,24.8401796266883,0.00247684752275562,0.00249105442396145,1996-01-15,14490.0,2900.0,15649.2,3372.94644904066,24.3801995121528,24.513272139531104,0.0847673799701949,0.105426291285879,9633.21257665863,2076.29208862399,15649.2,3372.9464490406704,2019-04-19,17013.0,510.9,24.6272092701651,24.549560900578605,0.0128498642094413,0.0132416874657315,2010-12-17,,,0.0,0.0,0.0,0.0,2021-2-5,RL,0.0
122011.88+020342.2,0.24,323800,1500,116912.404910201,541.595452023784,323800.000000001,1500.00000000001,25.2784642997865,25.6554853704667,0.0020072188644986,0.0020165389050204397,1998-07-15,364800.0,73000.0,393984.0,84906.8625638611,25.5953612938415,25.7406871111927,0.0847579654596211,0.105411703834625,242525.600273642,52266.3047500712,393983.999999999,84906.862563861,2019-05-14,322000.0,9660.3,25.7184595773588,25.6530643977452,0.0128376175420704,0.0132286828702319,2011-01-17,,,0.0,0.0,0.0,0.0,2021-2-6,RL,0.0
122539.55+245836.3,0.268,6480,180,2339.69235274275,64.9914542428541,6480.00000000001,180.0,23.6859152984227,24.0561480712345,0.0118992232997077,0.0122344564170116,1995-12-05,5720.0,1150.0,6578.0,1423.3533600620801,23.9241294150277,24.0626669345105,0.0850695812324554,0.10589497015465,4049.23397549142,876.1767687280679,6578.00000000001,1423.3533600620801,2017-11-24,9492.0,285.1,24.2941142723912,24.221930794909202,0.0128523276182402,0.0132443034226034,2011-1-2,,,0.0,0.0,0.0,0.0,2021-2-7,RL,0.0
140336.43+174136.1,0.222,20570,160,7427.07896541948,57.770181549203606,20569.999999999898,160.0,24.006852093428197,24.3883184995874,0.00336501039913687,0.0033912869786535,1999-11-15,26310.0,5270.0,28414.8,6128.75811709485,24.3788576586352,24.528628811465396,0.0848224659365281,0.105511661205229,17491.3611381565,3772.6931583018095,28414.8,6128.75811709484,2019-04-01,17890.0,537.2,24.3886443925947,24.3276945484601,0.0128490089256191,0.0132407792250991,2011-1-3,,,0.0,0.0,0.0,0.0,2021-2-8,RL,0.0
145331.47+264946.7,0.279,13980,170,5047.66961286166,61.380817896028795,13980.0,170.0,24.0587207871755,24.4263276563342,0.00524926845064646,0.0053134928310313,1995-11-10,7470.0,1500.0,8590.5,1856.85858847679,24.0789273112638,24.214838927093602,0.0849880592393932,0.10576845710585,5288.0730414197305,1143.03053878736,8590.5,1856.8585884767801,2017-11-12,6053.0,247.4,24.1376005399722,24.062791158837104,0.0173974489185129,0.0181235638390663,2011-1-4,,,0.0,0.0,0.0,0.0,2021-2-9,RL,-0.7
154743.53+205216.6,0.265,35200,190,12709.4399408248,68.60209058967921,35200.0,190.0,24.410021057273603,24.7809739397091,0.0023378991593838603,0.0023505527130984,1998-10-15,33700.0,6900.0,38755.0,8519.19627429724,24.6835013883494,24.822759017455898,0.0862964127573866,0.107806223748564,23856.5008695911,5244.1804496449295,38755.000000000095,8519.19627429725,2017-09-26,51414.0,1555.3,25.0169760373037,24.9455126694454,0.0129428404697756,0.013340442556241,2010-11-30,,,0.0,0.0,0.0,0.0,2021-2-10,RL,0.0
135326.12+362049.4,0.285,1450,140,523.5422702896569,50.548908855552995,1450.0,140.0,23.0951825976313,23.461366658557896,0.0400291220854766,0.0440967065792106,1994-07-10,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-14,389.0,25.8,22.9661804470158,22.889948257648697,0.0278891463912956,0.0298037614766602,2010-12-1,550.0,22.0,23.116593535184304,23.0403613458172,0.0170333392987804,-0.0177287669604316,2019-08-17,RQ,-0.7
121832.68+352255.8,0.24,2040,120,736.56981475235,43.327636161902895,2040.0,120.0,23.077817622795,23.4548386934753,0.0248235837250321,0.0263289387223492,1994-07-05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12-02,586.0,21.9,22.978501321680998,22.9131061420674,0.0159345273663504,0.016541516292697,2010-12-2,443.0,11.0,22.857007431886,22.791612252272397,0.0106521266340344,-0.0109199794081575,2019-08-04,RQ,-0.7
115753.20-031537.1,0.215,2580,140,931.544177480908,50.54890885555321,2580.0,140.0,23.0746936364675,23.457906492207197,0.0229491980709686,0.0242298796245007,1998-09-16,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-12,604.0,21.7,22.886527119419103,22.827323724865103,0.0153292163563895,0.0158901485131066,2010-12-3,28.5,0.0,21.5603350408065,21.5011316462525,0.0,0.0,2019-08-20,RQ,0.0
161940.56+254323.0,0.26899999999999996,1430,110,516.3209975960079,39.7169998150775,1430.0,110.0,23.033271599836198,23.403264714663703,0.0321846833714012,0.0347621062592119,1995-11-22,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-24,474.0,21.4,22.996130154339102,22.9237070188728,0.0191776605757332,0.0200637920553753,2010-12-4,407.0,21.6333076527839,22.9299462218902,22.857523086423896,0.0224915063554581,-0.0237202338173534,2019-08-27,RQ,-0.7
100033.88+104723.7,0.226,1780,159,642.69326973489,57.409117914521,1779.99999999999,159.0,22.961087460464697,23.341560381630803,0.0371578067698114,0.0406369874603791,2000-01-15,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-26,233.0,13.9,22.520439629475604,22.458496300348,0.0251651689059133,0.0267135434653136,2010-12-5,549.9,7.7,22.893367428131498,22.8314240990038,0.00603904540807391,-0.00612420643741236,2019-08-04,RQ,-0.7
101000.68+300321.5,0.256,1315,67,474.798679607518,24.1912635237291,1315.0,67.0000000000002,22.949111447456303,23.3222349501693,0.0215822902124029,0.0227111674793715,1993-04-13,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-22,490.0,24.0,22.962798024952804,22.893505277371997,0.020767038966762,0.0218101633385135,2010-12-6,503.0,18.0,22.974169929980196,22.904877182399396,0.0152697382435971,-0.0158262464536637,2019-08-04,RQ,-0.7
162750.54+473623.5,0.262,1260,110,454.94017969997907,39.7169998150775,1260.0,110.0,22.952870947845398,23.3245456497035,0.0363500220388438,0.0396727047639512,1997-03-31,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-04,299.0,23.8,22.770587841346,22.699846292910298,0.0332623377256032,0.036022758760956,2010-12-7,441.0,12.0,22.9393552424894,22.868613694053696,0.0116596125449934,-0.0119812972831143,2019-09-20,RQ,-0.7
